has_banner,has_location,has_extended_profile,has_url,followers,friends,label
1,0,1,0,586,297,1
1,1,1,0,397,170,1
0,1,0,0,17,273,0
0,1,0,0,14,266,0
0,0,0,0,274,635,1
1,1,1,1,399,466,1
0,1,0,0,10,223,0
0,0,0,0,3,407,0
1,1,1,1,58,250,1
0,0,1,0,3,395,0
1,1,1,1,967,1003,1
1,0,1,1,5363,667,1
0,1,0,0,17,318,0
0,0,0,1,5,1015,0
1,0,1,0,12143,166,1
0,1,0,0,16,222,0
1,1,1,1,299,540,1
1,0,1,0,4825,4572,1
0,1,0,0,19,384,0
0,1,0,0,15,236,0
0,1,0,0,11,202,0
1,1,1,1,274,142,1
1,0,0,0,273,238,1
0,1,0,0,10,184,0
1,0,1,0,195,155,1
0,1,0,0,7,196,0
1,1,0,1,1627,1997,1
1,0,0,0,489,1999,1
1,1,1,1,857,130,1
0,1,0,0,34,574,0
1,0,1,0,286,127,1
1,0,1,1,6737,1681,1
1,0,1,0,79,196,1
1,0,1,0,864,1122,1
1,0,1,0,240,228,1
1,0,1,0,332,239,1
1,1,1,0,50,161,1
0,1,0,0,10,194,0
0,0,0,0,91,527,0
1,1,1,0,2032,736,1
0,1,0,1,4,530,0
1,1,1,1,673,1200,1
0,1,0,0,18,350,0
0,1,0,0,7,214,0
1,1,0,0,81,92,1
1,1,0,0,98,199,1
0,1,0,0,23,539,0
0,0,0,0,8,554,0
1,1,0,0,749,733,1
0,1,0,0,21,349,0
0,1,0,0,7,296,0
0,1,0,0,33,1002,0
0,1,0,0,2,518,0
1,0,1,0,694,632,1
0,1,0,0,8,196,0
0,1,0,0,12,187,0
0,1,0,0,29,756,0
0,1,0,0,16,630,0
0,0,0,0,11,565,0
1,1,1,0,1158,1999,1
0,1,0,0,235,249,1
0,1,0,0,16,561,0
1,1,0,0,152,91,1
0,1,0,0,33,651,0
1,0,1,0,96,127,1
0,0,0,0,17,366,0
0,1,0,0,24,645,0
1,1,0,1,600,88,1
0,1,0,0,9,368,0
1,0,1,0,123,159,1
0,1,0,0,25,299,0
0,0,1,0,215,436,1
0,1,0,0,18,519,0
1,1,1,1,563,1120,1
1,0,1,0,26,203,1
0,1,0,0,1,27,0
0,1,1,0,22,508,0
0,1,0,0,8,268,0
0,1,0,0,10,205,0
0,1,0,0,8,209,0
1,0,0,0,35,131,1
0,0,0,0,10,215,0
1,0,0,0,12,145,1
1,1,1,1,202,282,1
1,1,1,1,476,308,1
0,1,0,0,9,221,0
1,1,1,1,2404,153,1
1,1,1,0,450,137,1
1,1,1,1,294,114,1
1,1,1,0,716,610,1
0,1,0,0,13,206,0
0,0,0,0,17,459,0
1,1,1,1,12307,2498,1
0,1,0,0,3,225,0
0,1,0,0,9,195,0
0,1,0,0,4,362,0
1,1,1,0,201,385,1
1,1,1,1,1204,1711,1
0,1,0,0,15,369,0
0,1,0,0,13,211,0
0,1,1,0,10,439,0
1,1,0,0,126,366,1
1,1,1,1,384,489,1
1,1,1,0,2418,2465,1
0,0,0,0,5,346,0
0,1,0,0,6,205,0
1,1,1,0,8304,100,1
1,1,1,1,3584,2907,1
0,0,0,0,1,28,0
0,1,0,0,7,215,0
1,1,0,0,17,115,1
0,1,0,0,14,293,0
1,1,1,1,165,647,1
0,0,0,0,27,650,0
0,1,1,1,2310,869,1
1,0,0,0,551,811,1
1,0,1,0,2924,1106,1
1,0,0,0,92,127,1
0,1,0,0,13,306,0
0,1,0,0,1,310,0
1,0,1,0,633,451,1
0,1,0,0,10,205,0
1,0,1,1,172,154,1
1,0,0,0,72,109,1
0,0,0,0,1,32,0
0,1,0,0,22,585,0
0,1,0,0,14,209,0
1,1,1,1,1986,1064,1
0,1,0,0,18,301,0
1,1,1,1,2844,1861,1
1,1,1,1,2554,2308,1
1,1,1,0,315,311,1
1,1,0,0,345,731,1
0,1,0,0,16,266,0
0,1,0,0,8,193,0
0,1,0,0,14,207,0
1,1,0,0,73,212,1
0,1,0,0,7,223,0
1,1,1,1,286,47,1
0,1,1,1,94,108,1
0,1,0,0,22,432,0
1,0,1,0,755,318,1
1,1,1,1,344,201,1
1,1,1,0,309,13,1
1,0,1,0,30095,697,1
0,1,1,0,46,163,1
0,1,0,0,13,290,0
1,1,1,1,125,268,1
1,1,0,0,64,221,1
1,0,1,1,1280,1985,1
0,0,0,0,1,519,0
0,1,0,0,21,79,1
1,0,1,0,330,312,1
1,0,0,0,190,228,1
1,1,0,0,21,27,1
0,0,1,0,11,604,0
0,1,0,0,24,655,0
0,1,0,0,12,214,0
0,0,0,0,0,21,0
1,1,1,0,786,1290,1
0,1,0,0,24,736,0
0,1,1,0,847,932,1
0,1,0,0,21,418,0
1,0,0,0,55,110,1
0,1,0,0,22,609,0
0,1,0,0,15,209,0
0,1,0,0,12,265,0
0,1,0,0,15,244,0
1,1,1,0,74,95,1
1,1,0,1,13,49,1
1,1,1,0,124,176,1
1,1,1,1,138,385,1
1,0,1,1,599,585,1
0,0,0,0,1,20,0
0,0,1,0,7,440,0
0,1,0,0,8,171,0
1,1,0,0,20,239,1
0,1,0,0,14,314,0
1,1,1,0,208,332,1
0,1,0,0,11,239,0
0,0,0,0,23,204,0
1,0,0,0,205,42,1
1,1,1,1,481,324,1
1,1,1,1,80,83,1
1,1,0,0,266,1413,1
0,1,0,1,257,276,1
0,1,0,0,1,421,0
1,0,1,0,1357,520,1
0,1,1,0,12,465,0
1,1,1,1,322,331,1
1,1,1,1,1620,591,1
0,1,0,0,18,276,0
0,0,1,0,20,641,0
0,1,0,0,11,238,0
0,1,0,0,13,228,0
0,1,0,0,15,230,0
0,1,0,0,13,274,0
0,1,1,0,610,591,1
1,0,0,0,162,153,1
0,0,0,0,4,600,0
0,0,0,0,10,324,0
0,0,1,1,13,612,0
1,1,0,0,56,253,1
1,0,1,0,1247,740,1
0,0,0,0,50,655,0
1,1,1,1,743,628,1
0,1,0,0,19,248,0
1,1,1,0,108,368,1
0,1,0,0,14,246,0
0,1,0,0,8,207,0
0,1,0,0,13,213,0
1,1,1,1,3325,1327,1
1,1,1,1,117,373,1
1,1,1,1,697,103,1
1,1,0,0,584,329,1
1,0,0,0,414,312,1
0,1,0,0,0,0,0
0,1,0,0,13,202,0
1,0,0,0,1019,1223,1
0,1,0,0,7,259,0
0,0,1,0,18,1009,0
1,1,1,0,451,268,1
0,1,0,0,25,575,0
0,1,0,0,27,602,0
0,1,0,0,7,239,0
0,1,0,0,8,204,0
1,1,1,1,290,444,1
0,1,0,1,16,420,0
1,0,0,0,29,69,1
1,1,1,0,67,88,1
1,1,1,1,1151,1125,1
1,1,1,1,395,71,1
0,1,0,0,8,207,0
0,1,0,0,23,352,0
1,1,1,1,216,389,1
1,1,1,1,280,814,1
0,1,0,0,14,321,0
0,1,0,0,20,359,0
1,0,1,0,240,175,1
0,1,0,0,8,240,0
0,1,0,0,12,307,0
0,1,0,0,13,238,0
0,1,0,0,8,215,0
1,1,1,0,668,150,1
1,1,1,1,910,853,1
1,0,1,0,1285,715,1
1,1,0,0,329,956,1
1,0,0,1,148,396,1
0,1,0,0,11,218,0
0,1,1,0,144,115,1
1,1,0,0,503,493,1
0,1,0,0,16,249,0
0,1,0,0,7,199,0
1,0,1,0,352,394,1
1,0,0,0,633,387,1
1,0,0,0,339,320,1
1,1,1,0,82,249,1
1,1,1,1,1166,893,1
1,0,1,0,302,232,1
0,1,0,0,11,231,0
0,1,0,0,7,164,0
1,1,1,0,54,374,1
0,0,0,1,17,609,0
1,1,1,1,4432,2672,1
0,1,0,0,20,330,0
1,0,1,0,57,55,1
0,1,0,0,1,24,0
0,1,0,0,1,36,0
0,1,0,1,21,160,0
0,1,0,0,7,190,0
1,1,1,1,2546,1224,1
0,1,0,0,8,208,0
0,1,1,0,1454,1998,1
0,1,0,0,26,593,0
0,1,0,0,13,215,0
1,1,1,1,347,433,1
0,1,0,0,14,269,0
0,1,0,0,12,163,0
0,1,0,0,8,203,0
1,0,0,0,106,266,1
0,1,1,0,312,491,1
1,0,1,0,309,470,1
0,1,0,0,27,617,0
0,1,0,0,10,408,0
1,0,1,0,221,265,1
0,0,0,0,1,148,0
1,1,1,1,281,421,1
0,1,0,0,20,370,0
0,1,0,0,0,31,0
0,1,1,0,66,798,0
0,1,0,0,8,195,0
1,1,1,0,341,971,1
1,1,0,0,118,113,1
1,1,1,1,2508,190,1
0,1,0,0,20,511,0
0,0,0,0,1,548,0
0,1,1,1,49,593,0
0,1,0,0,22,468,0
0,1,1,0,20,395,0
1,0,1,0,191,194,1
0,1,0,0,12,198,0
1,1,1,0,12802,13173,1
0,0,0,0,7,577,0
1,1,0,1,268,160,1
1,1,1,0,2313,77,1
0,0,0,0,15,866,0
1,1,1,1,171,212,1
0,1,1,1,1,325,0
0,1,0,0,11,256,0
1,0,1,0,457,599,1
0,1,1,1,130,484,0
0,1,0,0,10,204,0
1,1,1,0,352,223,1
0,1,1,0,79,179,1
1,0,0,1,804,279,1
0,1,0,0,12,176,0
1,1,0,0,27,114,1
1,0,1,0,5169,3418,1
0,1,1,0,78,712,1
0,1,0,0,18,266,0
0,1,0,0,8,215,0
0,1,0,0,18,625,0
1,1,1,0,491,226,1
0,1,0,0,11,265,0
1,1,1,0,79,264,1
1,1,1,0,2622,1231,1
1,1,0,0,243,241,1
0,1,0,0,132,581,0
0,1,0,0,11,211,0
0,1,0,0,8,209,0
0,1,0,0,8,218,0
0,0,0,0,192,471,1
1,0,0,0,42,144,1
1,1,0,1,65,221,1
0,1,0,0,12,228,0
0,1,0,0,12,249,0
0,1,0,0,14,186,0
1,1,1,1,493,595,1
1,0,0,0,26,189,1
0,1,0,0,17,281,0
0,1,0,0,14,351,0
1,1,0,0,421,785,1
1,1,1,0,315,319,1
1,1,1,1,424,316,1
0,1,0,0,8,203,0
1,1,1,0,211,206,1
1,1,1,1,917,425,1
1,0,0,1,35,118,1
1,1,1,1,2688,985,1
0,1,0,0,4,184,0
1,1,1,1,1625,1054,1
1,1,1,0,1575,1601,1
0,1,0,0,8,218,0
1,1,0,0,96,119,1
1,1,0,0,447,197,1
0,1,1,0,976,647,1
1,1,1,0,1164,1906,1
1,0,0,0,95,237,1
0,0,0,0,24,480,0
1,1,1,1,568,387,1
1,1,1,1,218,62,1
0,1,0,0,6,186,0
1,1,1,1,974,1428,1
1,0,1,1,999,908,1
0,1,0,0,16,227,0
0,1,0,0,6,220,0
0,0,1,0,15,364,0
1,1,0,0,217,333,1
0,1,1,0,69,533,1
0,1,1,0,58,529,0
1,1,1,1,3799,3425,1
1,1,1,0,1187,434,1
0,1,0,0,9,299,0
0,1,0,0,19,259,0
0,1,0,0,23,359,0
0,1,0,0,11,240,0
1,1,1,1,75,63,1
0,1,0,0,17,262,0
0,1,0,0,20,366,0
0,1,0,0,7,446,0
0,1,0,0,10,205,0
0,1,1,0,14,480,0
1,0,1,0,417,258,1
1,1,1,1,97,194,1
0,0,0,0,215,251,1
0,1,0,0,19,326,0
1,1,1,0,56,537,1
0,0,1,0,9,564,0
1,0,1,0,1894,539,1
1,0,0,1,3291,69,1
0,0,0,0,1,360,0
1,1,1,0,1103,642,1
0,1,0,0,11,266,0
0,0,0,0,2,554,0
1,0,0,0,154,107,1
1,1,1,1,132,174,1
1,1,1,0,100,680,1
1,1,1,1,2317,1130,1
1,1,0,0,608,466,1
1,0,0,0,74,121,1
1,0,1,0,514,610,1
0,1,0,0,24,592,0
0,0,0,0,3,577,0
0,1,0,0,169,847,1
0,1,0,0,9,193,0
1,1,1,1,712,859,1
0,1,0,0,30,1221,0
0,0,0,0,86,207,1
1,0,1,0,296,435,1
1,1,1,0,1417,281,1
0,1,0,0,11,274,0
0,1,0,0,15,323,0
0,1,0,0,28,422,0
1,1,1,1,1069,1009,1
1,0,1,0,105,86,1
0,1,1,0,8,501,0
1,1,1,0,66,352,0
1,1,1,1,1582,1500,1
0,1,0,0,9,287,0
1,1,1,1,35,164,1
0,1,0,0,2,444,0
0,1,0,0,8,174,0
0,1,0,0,23,389,0
1,1,1,1,1787,838,1
1,1,1,1,1377,209,1
1,0,1,1,1068,822,1
1,0,0,1,654,394,1
1,1,1,1,300,2000,1
0,1,0,0,18,524,0
0,1,0,0,21,365,0
0,1,0,0,18,500,0
0,0,0,0,4,550,0
1,1,1,1,267,583,1
0,1,0,0,12,217,0
1,1,1,0,212,143,1
0,1,1,0,97,172,1
0,1,0,0,6,549,0
1,1,1,1,591,525,1
0,0,0,0,19,1031,0
0,0,0,0,14,617,0
0,1,0,0,17,193,0
1,1,1,0,879,640,1
1,1,0,1,110,109,1
0,1,0,0,21,316,0
0,0,0,0,4,369,0
1,1,1,1,248,352,1
0,1,0,0,25,600,0
0,1,0,0,9,225,0
1,1,1,0,514,468,1
0,1,0,0,13,256,0
1,0,1,0,244,415,1
0,1,0,0,20,850,0
1,1,1,1,2289,2231,1
1,0,0,0,314,188,1
1,1,1,0,3842,1926,1
0,1,0,0,7,188,0
1,0,1,0,149,123,1
0,1,1,0,16,542,0
0,1,0,0,10,203,0
1,0,0,0,62,43,1
0,1,0,0,9,215,0
1,0,0,0,111,67,1
1,0,1,0,1051,1056,1
0,1,0,0,19,771,0
1,0,0,0,332,479,1
0,1,0,0,9,177,0
0,1,0,0,35,519,0
0,1,0,0,20,288,0
1,1,0,1,26,300,1
1,0,0,0,342,340,1
1,0,1,0,583,420,1
0,0,1,0,4,536,0
0,1,0,0,8,237,0
0,1,0,0,1,38,0
1,0,0,0,1253,652,1
0,0,0,0,6,519,0
0,1,0,0,3,162,0
0,1,0,0,10,205,0
1,1,1,1,483,539,1
1,1,1,0,481,504,1
1,1,0,1,7816,1749,1
1,1,0,0,2,493,0
0,1,0,0,8,398,0
0,1,0,0,22,541,0
0,0,0,0,3,584,0
1,1,1,1,1020,741,1
0,1,0,0,17,536,0
0,1,0,0,14,212,0
0,1,0,0,11,261,0
0,1,0,0,27,669,0
1,0,0,1,7769,321,1
1,0,0,0,340,301,1
0,1,0,0,7,197,0
1,1,1,1,877,655,1
0,1,0,0,27,620,0
0,1,0,0,13,237,0
1,0,1,0,449,298,1
0,1,0,0,10,220,0
0,1,0,0,17,295,0
0,1,0,0,10,218,0
1,0,1,0,244,380,1
0,1,0,0,16,303,0
0,1,0,0,10,168,0
1,1,0,1,852,216,1
1,1,1,0,705,580,1
1,1,1,1,4745,2404,1
1,1,1,0,131,147,1
0,1,0,0,137,1898,1
1,0,1,1,218,327,1
0,1,0,0,11,204,0
1,1,0,0,228,342,1
1,1,1,0,679,319,1
0,1,0,0,1,34,0
0,1,1,1,8,385,0
1,0,0,0,313,175,1
1,0,1,0,62,95,1
1,0,1,0,229,163,1
0,1,0,0,1,17,0
0,1,0,0,9,201,0
0,1,0,0,25,400,0
1,1,1,1,285,341,1
0,1,0,0,43,936,0
1,1,1,1,938,771,1
1,1,0,0,148,258,1
0,1,0,0,6,215,0
1,0,1,0,49,87,1
0,1,0,0,356,818,1
0,1,0,0,11,242,0
0,1,1,0,5821,5133,1
0,1,0,0,18,310,0
1,1,1,0,1635,1610,1
0,0,0,0,372,279,1
0,0,0,0,2,456,0
0,0,0,0,95,112,1
0,1,0,0,25,644,0
0,1,0,0,12,314,0
0,1,0,0,8,203,0
0,1,0,0,13,231,0
1,1,1,0,132,375,1
0,1,0,0,14,323,0
1,1,1,1,1166,801,1
1,1,1,1,11617,815,1
1,1,1,0,1095,57,1
1,0,0,0,191,152,1
1,1,0,0,783,497,1
1,0,0,0,1007,578,1
0,0,1,0,10,416,0
0,1,0,0,25,503,0
1,1,1,1,986,1241,1
0,1,0,0,8,185,0
0,1,0,0,15,301,0
1,0,1,1,2856,265,1
1,0,1,0,475,68,1
0,1,1,1,18,19,1
1,0,0,0,22,210,1
1,1,0,1,931,1385,1
1,0,0,0,269,328,1
0,1,0,0,10,223,0
1,0,1,0,1127,629,1
0,1,1,0,247,177,1
0,1,0,0,4,25,0
1,1,1,0,146,80,1
1,0,0,1,243,76,1
1,0,0,0,14,38,1
1,1,1,1,387,948,1
1,0,0,0,499,506,1
1,1,1,1,144,273,1
0,1,0,0,7,605,0
0,1,0,0,30,560,0
1,1,1,0,317,629,1
1,1,1,0,99,105,1
0,1,0,0,11,280,0
0,1,0,0,14,302,0
1,1,1,1,612,1613,1
0,1,0,0,19,303,0
1,0,0,1,815,576,1
1,1,1,0,367,632,1
0,0,0,0,5,549,0
0,0,0,0,0,24,0
0,0,0,0,1,301,0
0,1,0,1,172,874,0
1,1,1,0,145,298,1
1,1,0,1,54,156,1
1,0,1,0,45,74,1
0,0,0,0,7,462,0
0,1,0,0,15,521,0
0,1,0,0,2,582,0
0,1,0,0,16,308,0
0,1,0,0,16,290,0
0,1,0,0,18,326,0
1,1,1,1,15,618,0
0,0,0,0,6,532,0
0,1,0,0,10,266,0
0,1,0,0,15,578,0
0,0,0,1,5,554,0
0,1,0,0,19,543,0
1,0,1,0,2166,1627,1
1,1,1,0,416,67,1
1,1,1,0,223,217,1
1,1,1,1,437,304,1
0,1,0,0,18,305,0
1,0,0,0,56,216,1
1,1,1,1,1112,1549,1
0,1,0,0,19,594,0
1,0,0,1,273,116,1
0,1,0,0,7,201,0
1,1,1,1,41,171,1
1,1,1,1,830,1048,1
1,1,0,1,2077,197,1
0,1,0,0,15,498,0
1,1,0,0,1416,401,1
1,1,1,0,1002,506,1
1,1,1,1,458,603,1
0,1,0,0,4,200,0
0,1,0,0,27,718,0
0,1,0,0,22,509,0
0,1,0,0,23,353,0
1,1,1,0,281,651,1
0,1,0,0,0,19,0
0,1,0,0,17,283,0
0,1,0,0,12,252,0
0,1,1,0,13,455,0
1,1,1,0,1610,1983,1
0,1,0,0,11,408,0
1,0,1,0,257,260,1
0,0,0,0,490,262,1
1,0,1,0,322,218,1
0,1,0,0,19,681,0
0,1,0,0,15,261,0
1,0,0,0,26,76,1
0,1,0,0,16,255,0
0,1,1,0,33,718,0
1,0,0,0,306,377,1
1,1,1,1,268,173,1
0,0,0,0,12,554,0
0,1,0,0,18,297,0
1,0,1,0,26,22,1
1,1,1,0,9642,2447,1
1,1,0,0,13,68,1
0,0,0,0,116,87,1
1,0,0,0,424,165,1
1,0,0,1,204,1221,1
1,0,1,0,123,340,1
0,1,0,0,21,313,0
0,1,1,0,3062,381,1
1,1,1,0,40,309,1
0,0,0,0,5,589,0
0,0,1,0,7,615,0
0,1,0,0,5,502,0
1,0,0,0,86,197,1
1,1,1,1,33,326,1
0,1,0,0,16,264,0
0,1,0,0,13,195,0
0,1,0,0,9,206,0
1,0,1,1,331,234,1
1,0,0,0,672,717,1
1,0,1,1,978,126,1
1,0,1,0,446,388,1
0,1,1,0,1951,750,1
0,1,0,0,22,617,0
1,1,1,0,823,757,1
0,1,0,0,11,203,0
1,0,1,0,101,128,1
0,1,0,0,10,217,0
1,1,1,0,1030,87,1
0,0,0,0,23,451,0
0,1,0,0,1201,1679,1
0,1,0,0,16,451,0
1,1,1,1,484,475,1
1,0,1,0,333,192,1
1,0,1,1,592,254,1
0,1,0,0,12,204,0
1,0,0,0,527,389,1
1,1,1,1,183,188,1
0,1,0,0,8,244,0
0,1,0,0,8,181,0
1,0,0,1,158,347,1
0,1,0,0,19,245,0
1,1,1,0,72,142,1
1,1,1,0,780,419,1
0,1,0,0,27,361,0
1,1,1,0,182,117,1
1,1,1,0,1295,88,1
1,1,1,1,170,271,1
0,1,0,0,26,585,0
1,1,1,0,7,28,1
0,1,1,1,3,390,0
0,1,0,0,13,526,0
0,0,1,1,204,459,1
0,1,0,0,20,239,0
1,0,1,0,523,172,1
1,1,1,1,100,214,1
0,1,0,0,15,258,0
1,0,1,0,510,322,1
1,0,1,0,537,475,1
0,1,0,0,17,377,0
1,1,1,0,388,177,1
0,1,0,0,0,16,0
0,1,0,0,12,269,0
0,1,0,0,24,582,0
0,0,0,0,12,549,0
1,1,1,0,104,386,1
0,0,0,0,5,569,0
0,1,0,1,10,7,1
1,0,1,0,118,58,1
1,1,1,1,212,185,1
0,1,1,0,1734,511,1
1,1,1,1,93,500,1
0,0,0,0,5,599,0
0,1,0,0,12,285,0
0,1,0,0,14,432,0
0,1,0,1,187,288,1
0,1,0,0,3,425,0
0,1,0,0,7,200,0
0,1,0,0,15,249,0
0,0,0,0,7,576,0
0,1,0,0,15,540,0
0,1,0,0,20,332,0
1,1,0,1,50,90,1
0,0,1,0,32,606,1
0,1,0,0,9,218,0
1,1,1,1,642,1996,1
1,1,1,0,312,195,1
1,1,0,0,6,234,0
1,1,1,0,1073,428,1
0,1,0,0,18,317,0
0,1,0,0,7,603,0
1,1,0,1,71,41,1
0,1,0,0,12,182,0
0,0,0,0,6,943,0
0,1,0,0,10,210,0
1,1,1,1,196,298,1
1,0,1,0,5650,69,1
1,0,0,0,82,88,1
1,0,0,0,51,152,1
0,1,0,0,20,621,0
1,1,0,0,219,391,1
1,0,1,0,365,322,1
0,1,0,0,11,174,0
0,1,0,0,13,273,0
1,1,1,0,608,262,1
1,0,1,0,2495,2745,1
0,1,0,0,10,217,0
1,1,0,0,806,659,1
1,0,1,0,1439,755,1
1,0,0,0,108,155,1
0,1,0,0,20,407,0
1,1,1,1,1003,760,1
1,1,1,1,1581,1000,1
0,1,0,0,6,172,0
1,1,1,1,4493,1894,1
1,1,1,1,6624,234,1
0,1,0,0,1,412,0
1,0,1,0,287,276,1
0,1,0,0,16,265,0
1,1,0,0,278,257,1
1,0,0,0,287,237,1
1,1,0,1,285,225,1
0,1,0,0,21,507,0
1,1,0,0,363,282,1
0,1,0,0,22,270,0
1,1,1,0,642,675,1
0,1,0,0,19,213,0
1,1,1,0,931,441,1
1,1,0,0,413,412,1
1,1,1,0,2594,473,1
1,1,1,0,259,530,1
1,1,0,1,10,88,1
0,1,0,0,4,200,0
1,1,1,0,123,320,1
0,1,0,0,12,201,0
1,0,1,0,47,125,1
0,1,0,0,18,214,0
0,1,0,0,16,294,0
1,0,1,0,93,227,1
0,1,0,0,11,187,0
1,1,1,0,384,187,1
1,0,1,0,284,282,1
1,1,1,1,160,115,1
0,1,0,0,20,498,0
0,1,1,0,9,603,0
0,1,0,0,15,253,0
1,0,1,0,222,246,1
0,1,0,0,13,632,0
1,1,1,1,321,231,1
0,1,0,0,0,0,0
0,1,0,0,10,267,0
1,0,0,0,93,103,1
0,1,0,0,10,237,0
0,1,0,0,28,732,0
1,1,1,0,1651,1754,1
0,1,1,1,71,56,1
0,0,1,0,980,491,1
1,1,1,0,678,550,1
0,1,0,0,13,547,0
1,1,1,1,397,519,1
0,1,0,0,10,211,0
1,1,1,0,440,620,1
1,0,1,0,231,262,1
0,1,0,1,122,435,1
0,0,0,0,13,544,0
0,0,1,0,53,733,0
0,1,0,0,17,355,0
1,1,0,0,150,300,1
1,1,1,1,131,295,1
0,1,0,0,9,168,0
0,1,0,0,8,178,0
0,1,0,0,4,570,0
1,0,0,0,26,16,1
1,1,1,1,148,318,1
0,1,0,0,20,290,0
0,0,0,1,63,901,0
1,1,1,0,341,322,1
1,1,1,1,393,775,1
0,1,0,0,14,185,0
0,1,0,0,15,372,0
1,1,1,0,42,203,1
0,1,0,0,15,221,0
1,1,0,0,177,77,1
1,0,0,1,1030,1258,1
0,1,0,0,32,1015,0
1,0,0,0,308,649,1
1,1,1,0,1266,2001,1
1,1,1,1,6093,92,1
1,1,1,1,555,419,1
0,1,0,0,123,702,1
1,0,1,0,324,199,1
0,1,0,0,12,205,0
0,1,0,0,13,568,0
0,1,0,0,8,172,0
1,0,0,0,378,132,1
0,1,0,0,8,191,0
1,0,0,0,1032,1908,1
0,1,0,0,14,269,0
0,0,1,0,13,437,0
0,1,0,0,9,225,0
0,1,0,0,20,295,0
1,1,0,0,161,97,1
1,1,1,1,1044,1036,1
1,1,1,1,7785,424,1
1,1,1,1,1206,909,1
1,1,1,1,1341,1971,1
1,1,1,1,1876,990,1
1,1,1,0,340,797,1
0,1,0,0,12,334,0
0,1,0,0,8,590,0
1,1,1,0,78,153,1
0,1,0,0,25,522,0
1,0,0,0,333,272,1
1,1,0,0,346,329,1
0,1,0,0,11,231,0
0,0,0,0,7,934,0
0,1,0,0,23,323,0
1,0,1,1,293,254,1
1,1,1,1,1280,984,1
1,1,0,0,23,147,1
0,1,0,0,7,224,0
0,1,0,0,19,606,0
1,1,1,0,1128,863,1
1,1,1,1,202,1595,0
1,1,1,1,327,353,1
1,0,1,0,307,275,1
0,1,0,0,10,292,0
1,1,1,1,240,127,1
1,0,1,0,529,132,1
0,1,0,0,7,214,0
0,1,0,0,7,171,0
0,1,0,0,23,470,0
1,1,1,0,309,421,1
0,1,0,0,3,188,0
1,1,0,0,158,96,1
1,1,1,1,371,722,1
1,1,1,1,43,732,0
1,1,1,1,1234,442,1
0,1,0,0,13,270,0
1,0,0,0,431,565,1
0,1,0,0,6,199,0
0,1,0,0,20,241,0
1,1,0,1,739,691,1
1,1,1,1,771,301,1
1,0,1,0,326,216,1
0,1,0,0,15,274,0
1,0,1,1,1400,422,1
0,1,1,0,14,558,0
1,1,1,1,10,21,1
1,0,1,0,2213,828,1
0,1,0,0,22,527,0
0,1,0,0,27,307,0
0,1,0,0,5,225,0
0,1,1,1,558,674,1
1,0,1,0,282,197,1
0,0,0,0,13,598,0
0,0,0,1,39,15,1
1,1,1,1,64,119,1
1,1,1,1,385,353,1
1,1,1,0,287,419,1
0,0,0,0,7,601,0
1,1,1,0,49,80,1
0,1,0,0,9,200,0
0,1,0,0,12,231,0
0,0,0,0,1,534,0
0,1,1,0,13,64,1
1,1,1,0,324,433,1
0,1,0,0,129,606,0
0,1,0,0,10,230,0
1,1,0,1,592,41,1
1,1,1,1,3747,868,1
1,0,1,0,423,261,1
1,1,0,0,284,118,1
1,1,1,1,335,276,1
1,1,1,1,247,603,1
0,1,1,1,273,258,1
1,1,1,1,484,1977,1
0,1,0,0,15,340,0
1,1,1,0,637,915,1
0,1,0,0,14,246,0
0,0,0,0,45,442,0
1,0,1,0,76,92,1
1,0,0,0,280,327,1
1,1,0,1,66,104,1
0,0,0,0,11,957,0
1,1,1,1,1940,305,1
1,0,1,1,271,216,1
1,0,0,0,88,207,1
0,1,0,0,17,569,0
0,1,0,0,13,255,0
1,1,1,0,1096,844,1
0,1,0,0,8,190,0
1,0,1,0,780,175,1
0,1,0,0,19,353,0
0,1,0,0,6,205,0
1,0,0,0,601,986,1
1,0,0,0,940,1808,1
0,1,0,0,9,199,0
1,1,0,1,903,728,1
0,0,0,1,6,560,0
1,1,1,0,321,231,1
0,1,0,0,15,180,0
1,1,1,1,1908,1156,1
0,1,0,0,23,408,0
0,1,1,1,22,412,0
1,1,0,0,349,392,1
0,1,0,0,9,285,0
0,1,0,0,25,306,0
1,0,1,1,1616,1196,1
0,1,0,0,14,202,0
0,1,0,0,11,245,0
1,1,1,1,8375,503,1
0,1,0,0,21,360,0
0,1,0,0,13,261,0
1,0,1,0,218,179,1
1,0,0,0,1777,478,1
1,1,1,0,325,1530,1
1,1,1,1,146,519,1
0,0,1,0,8,436,0
1,1,0,0,155,868,1
1,0,0,0,221,307,1
0,1,0,0,19,547,0
1,1,1,0,490,555,1
1,1,1,0,58,103,1
0,1,0,0,9,236,0
0,1,0,0,21,514,0
0,1,0,0,14,315,0
0,1,1,0,57,285,0
1,0,1,0,346,490,1
1,1,1,0,32,196,1
1,1,0,0,524,948,1
0,1,1,0,68,623,0
1,1,0,1,252,712,1
1,1,1,1,33,82,1
1,1,0,0,60,100,1
1,1,1,1,804,636,1
1,1,1,0,2024,1385,1
0,1,0,0,24,619,0
0,0,0,0,4,608,0
0,0,0,0,24,626,0
1,1,1,0,164,1153,0
1,1,0,0,2301,2196,1
0,1,0,0,13,187,0
1,0,1,0,705,333,1
1,1,1,1,3420,1519,1
0,1,0,0,15,252,0
1,1,1,1,262,567,1
